产品定价,新品定价,产品批发价,新品批发价,产品销售价,新品销售价,广告系数,企业利润,平台利润,消费者总效益,耗时
1.048386669,1.465578088,0.992595714,1.153626134,1.184910212,1.398150673,0.430996197,7894.41,4159.53,36134.35,21.53秒
1.032308433,1.401334959,0.91916708,1.159396023,1.191883802,1.384816194,0.152105839,8208.12,2481.54,29455.78,22.74秒
1.150861652,1.2622318,1.048945211,1.020578265,1.148722105,1.193918816,0.150407095,3066.56,5029.87,32767.39,22.4秒
1.047110366,1.285282758,0.928190802,1.229613581,0.977830372,1.349659445,0.459552237,6872.64,2009.38,40854.25,22.64秒
1.154508851,1.435443641,0.957385661,1.153191987,1.26577351,1.17550818,0.603248753,7087.15,1033.5,48884.4,22.05秒
1.1230312,1.304908392,0.944784772,1.139091709,1.112115167,1.386677091,0.80928175,7841.54,2253.87,50486.33,22.75秒
1.101148743,1.442079393,0.906207859,1.049468657,0.956462432,1.331420369,0.293533812,4281.95,5594.48,35207.37,22.63秒
1.17226287,1.258943285,0.957369031,1.157459143,1.261136583,1.315355689,0.399853743,7352.42,1719.27,39258.14,22.33秒
1.010036902,1.292069178,0.906820982,1.143936606,1.143092165,1.346154824,0.347284152,7395.72,1870.47,36805.6,22.15秒
1.099634931,1.368098067,0.90948081,1.020735807,1.184506162,1.210486231,0.14597412,3030.49,5903.41,31745.56,22.12秒
1.010869747,1.374201068,0.952048637,1.226258917,1.151984148,1.25973204,0.707049706,8024.06,1462.3,48058.23,22.21秒
1.177216476,1.268332688,0.927812935,1.09725241,1.13673621,1.39755416,0.099223463,7465.04,2086.17,29340.74,21.93秒
1.008912607,1.3855702,0.908950325,1.147116165,1.274609109,1.372690897,0.021978186,6902.34,2204.14,26820.14,22.2秒
1.073789408,1.393109461,1.038935885,1.130424641,1.204329067,1.342958623,0.081942889,7461.95,3436.96,27232.4,22.59秒
1.145979856,1.334454243,1.090413662,1.247195654,1.137815438,1.421960727,0.476628418,9179.48,1779.1,38978.36,21.94秒
1.039696353,1.362380609,1.032441743,1.042920752,1.085183958,1.253263111,0.940571226,3986.53,5482.36,56017.72,22.43秒
1.145049256,1.327492252,0.993786282,1.08423389,1.222566015,1.243246602,0.738481008,4731.37,4545.34,50154.44,22.31秒
1.118212964,1.30434574,1.042272193,1.145718183,1.243255024,1.346502954,0.777311483,8201.17,1789.85,48961.56,22.16秒
1.095737894,1.36696301,0.95497053,1.200745751,1.101215425,1.560323521,0.523302099,9391.77,2312,39856.05,22.42秒
1.16666305,1.450301479,1.088626383,1.053053575,1.274938741,1.378241959,0.272538024,6160.68,6280.78,31039.95,22.1秒
1.080143054,1.333302706,0.999735551,1.272809115,1.338947924,1.451190191,0.041270845,8659.54,1817.86,26804,21.79秒
1.023810069,1.321456472,0.91478874,1.241108141,1.039216585,1.321482213,0.799642934,7933.1,1846.54,48930.28,22.52秒
1.040348378,1.497258802,0.947119664,1.457448229,1.29401121,1.491268211,0.489829562,10876.19,1669.16,36528.22,22.67秒
1.08798627,1.457053932,0.935931972,1.353688337,1.153218364,1.525017435,0.959899415,10798.53,1831.44,48884.54,22.58秒
1.031466981,1.260496758,1.00986422,1.135038338,1.288619596,1.362942479,0.992140972,6701.34,1896.47,57610.15,22.75秒
1.085702487,1.217614449,0.979872866,1.06982577,1.065417364,1.547489217,0.125616228,6025.76,2701.84,31769.24,22.65秒
1.083776955,1.371323399,0.98246432,1.23688162,1.30545367,1.398134052,0.389790545,9547.67,1816.03,35839.74,21.98秒
1.10861408,1.468945488,0.904645836,1.316366643,0.992722761,1.535018741,0.223179009,7977.54,2946.33,30893.7,22.08秒
1.11924081,1.495357376,0.958976578,1.167899936,1.18974057,1.367945717,0.645141437,7786.96,4599.89,42107.86,21.78秒
1.079598371,1.462544382,1.054351984,1.168122004,1.218192637,1.602041281,0.985309356,10390.66,2223.45,49053.42,21.48秒
1.148825735,1.465634343,0.947560092,1.104094673,1.29299332,1.596650909,0.461256019,11146.16,2253.16,35168.88,21.43秒
1.028514202,1.352852486,0.958792468,1.233268091,1.004654938,1.552037548,0.543504737,8343.32,2294.62,41207.98,21.78秒
1.138661445,1.273021812,0.966542213,1.102141047,1.038816877,1.506578561,0.09625384,6756.26,2656.82,29145.09,21.5秒
1.195668071,1.236596269,1.071065231,1.054963649,1.136166908,1.191637698,0.177825229,4144.91,3784.09,33913.38,21.85秒
1.016065203,1.248635123,0.915594153,1.038604931,1.009906367,1.352759535,0.313648308,6217.36,2348.38,37023.16,22.19秒
1.004640821,1.34289641,0.905635356,1.091983249,1.15319382,1.340086506,0.04489053,6637.07,2295.13,27727.53,21.98秒
1.168018925,1.267513324,1.04456033,1.105955414,1.235738969,1.187428199,0.508013736,5190.63,2724.41,45503.61,22.42秒
1.160175833,1.235744599,1.112842952,1.122733989,1.19415662,1.304757293,0.309440927,6781.39,1751.64,37510.83,22.29秒
1.012747589,1.410600264,0.945804735,1.226308457,1.158542882,1.418146112,0.376291794,9024.7,1985.78,35564.43,21.74秒
1.133892717,1.218107186,0.963268269,1.047546975,1.255344439,1.396287483,0.324470585,6153.47,2125.88,38406.73,21.92秒
1.008011722,1.486169621,0.957102129,1.278356791,1.064036992,1.439968105,0.622404233,9146.3,2870.12,40728.42,21.85秒
1.169811984,1.207192926,1.111358623,1.023611956,1.262211503,1.145274609,0.308701211,2715.41,3818.36,40052.61,22.15秒
1.151892569,1.335502968,1.038194903,1.22128418,1.062172022,1.405979292,0.208696275,8841.41,1648.74,31355.22,21.86秒
1.080882418,1.260292328,1.02020499,1.170804133,1.264566159,1.280293621,0.787656457,7090.6,1713.5,51242.14,22.34秒
1.125093928,1.334147837,0.903164947,1.069626601,1.265220332,1.473108969,0.739364848,8760.16,2099.63,46731.83,21.92秒
1.019311293,1.468806136,0.929714768,1.378359824,1.263572216,1.50138768,0.406786429,10033.47,1827.27,35352.82,21.88秒
1.165072419,1.206367719,1.042073633,1.118278635,1.259631347,1.478249227,0.543727134,5832.38,2273.17,46483.13,21.73秒
1.140795578,1.38203721,0.979421209,1.045560666,1.186413187,1.260671853,0.691895142,3934.32,6095.41,47894.34,21.75秒
1.110584415,1.259975752,1.05574748,1.086023788,1.217690816,1.112442968,0.701397348,4358.94,1245.66,55632.47,22.14秒
1.150652915,1.316289147,0.98560403,1.138230859,1.18948197,1.449363115,0.941652478,8324.82,1942.38,53999.18,21.77秒
1.092546914,1.499254039,0.915994168,1.028281227,1.194069845,1.296357055,0.556414242,4196.16,6968,42104.19,21.59秒
1.034130649,1.349994518,0.932487722,1.195777005,0.986713888,1.478079837,0.656560061,7844.1,2316.1,44557.76,22.15秒
1.027935866,1.201632771,0.982180412,1.058871048,1.039814095,1.173383534,0.67110958,3945.86,3009.11,51101.93,22.64秒
1.184264746,1.407382943,1.035228946,1.33905595,1.148331618,1.460583525,0.93479714,9924.84,2147.94,49550.11,21.66秒
1.094603752,1.426552269,0.977524268,1.303454265,1.093303212,1.49829115,0.27191088,10026.51,2160.51,31349.99,21.88秒
1.190970924,1.290001446,0.983050371,1.034149283,1.091371351,1.189533361,0.487192745,3214.27,4865.49,44660.56,21.88秒
1.15693543,1.369187002,1.067444836,1.13505512,1.31514023,1.580444582,0.97903677,9309.62,2303.64,52377.64,21.81秒
1.117074405,1.371900877,1.013616658,1.114461274,1.171496416,1.236729423,0.563749256,5678.53,3818.26,44764.3,21.83秒
1.067861698,1.209243368,0.950583391,1.002159589,1.242411354,1.176476407,0.450831109,2860.98,4432.19,44198.99,22.07秒
1.134719275,1.389338402,0.994372766,1.318030107,1.019448118,1.332693317,0.693703301,9602.41,1117.58,44937.5,22.22秒
1.128584506,1.279777232,0.957886769,1.098069939,1.108007823,1.193725733,0.893940511,4759.9,3076.15,58079.98,21.86秒
1.194463269,1.422079212,1.006931745,1.123507979,1.307224516,1.191385001,0.14408215,6166.51,2448.19,32148.07,21.68秒
1.074392301,1.448852414,0.996799469,1.346268707,1.121229107,1.542715238,0.701280386,10588.08,1872.99,42010.58,21.79秒
1.155766599,1.4775978,0.986929152,1.026646031,1.101598615,1.564660258,0.361022475,9924.95,3144.73,32487.93,21.53秒
1.084554919,1.316099367,0.969010006,1.035880281,1.029834789,1.137721888,0.142124856,3105.06,3682.21,34130.15,22.43秒
1.00360031,1.474544923,0.975804852,1.071657491,1.25523189,1.249008364,0.753380928,4690.36,4970.27,49926.5,22.04秒
1.037710616,1.261678342,0.934030404,1.151448683,1.261336291,1.313993726,0.42683136,7192.27,1786.78,40117.83,21.92秒
1.112568604,1.350499954,0.939280537,1.059286659,1.086453177,1.377237889,0.277721963,8166.08,2872.06,32970,22.49秒
1.015553851,1.303791939,0.913706179,1.233616571,1.089613334,1.558649185,0.622565256,7781.95,2262.49,44984.86,22.08秒
1.134796803,1.359094242,1.040330418,1.24943399,1.180414882,1.352664929,0.000804475,9117.15,1849.48,24429.98,21.79秒
1.044344343,1.246602297,0.970886754,1.12687403,1.156092339,1.520120254,0.64357076,6686.8,2309.4,47240.63,21.95秒
1.035057296,1.428414221,0.93456697,1.084761255,1.227273892,1.348401998,0.244938516,6405.18,4609.51,32058.48,22.62秒
1.035920655,1.393808119,0.910069627,1.148747969,1.217832421,1.253152207,0.485004021,6769.08,3081.2,41788.61,22.66秒
1.067474418,1.269193805,0.967601071,1.114431203,1.163525498,1.245160688,0.985119065,5849.52,2922.08,58679.01,22.24秒
1.01961762,1.314582053,0.959530997,1.161076749,1.093635528,1.632119274,0.685001423,7784.32,2694.32,46655.94,22.52秒
1.170255498,1.42918269,0.987925954,1.220301716,1.130954826,1.519654698,0.655010735,9867.26,2788.68,41141.49,22.11秒
1.168332775,1.396905034,1.025437005,1.058516166,1.225500896,1.533757228,0.136944524,10083.28,2174.02,27493.78,21.91秒
1.190260014,1.341067026,1.041504476,1.085234312,1.215739821,1.41302513,0.590039106,9086.63,1918.42,42452.79,21.68秒
1.009253133,1.354953644,0.901927992,1.061720426,1.124473521,1.0751744,0.600418428,3931.89,789.64,54197.61,22.65秒
1.028112663,1.40055651,0.943074605,1.091643544,0.994151611,1.630242571,0.694790975,8380.57,2853.03,44090.66,22.94秒
1.046471079,1.391886722,0.964564822,1.018444994,1.228493146,1.514223315,0.770200922,9100.64,2319.83,45952.99,22.04秒
1.038685645,1.271149835,0.946621092,1.168169698,1.184088651,1.215541676,0.61361802,6704.85,1740.93,47035.02,22.6秒
1.100162965,1.449641158,0.96101064,1.061624194,1.180633017,1.338790125,0.68124338,5534.48,6218.03,44512.4,22.14秒
1.180941698,1.218697616,0.909890744,1.03149814,1.283138123,1.228249363,0.547997581,5981.34,1947.77,45927.63,22.05秒
1.061557173,1.279562573,0.934604281,1.035012531,1.106387826,1.544982894,0.279207088,7410.19,2567.15,34928.38,21.77秒
1.113239842,1.237291365,1.043878679,1.133299573,1.088446655,1.35341654,0.823600619,6576.86,1869.35,54216.34,22.75秒
1.058793424,1.348125476,0.930380033,1.139550508,1.097946773,1.473188177,0.505367666,8802.31,2071.8,39486.71,23.06秒
1.138182897,1.244162706,0.979990585,1.11648758,1.312310176,1.460593185,0.636619186,6784.19,2111.8,47574.05,22.1秒
1.176636834,1.320029367,1.009946565,1.268601605,1.088034437,1.537153698,0.991389531,8187.99,2265.88,54979.26,21.79秒
1.011842098,1.46541106,0.931766395,1.28330847,1.171002169,1.483809427,0.795804471,9899.92,1986.06,45082.31,21.82秒
1.188956667,1.381887593,0.93602585,1.191972178,1.185259881,1.277047093,0.048689116,7945.7,2615.03,27123.52,21.79秒
1.005654596,1.214348273,0.908638378,1.00293808,1.266252018,1.338190725,0.060504631,5552.42,2059,29736.37,22.01秒
1.004104717,1.315149094,0.904645137,1.110860721,1.116270193,1.215873518,0.0621375,5458.35,2838.72,29542.05,22.09秒
1.030953673,1.440105302,0.928902602,1.157020901,1.259045819,1.568437736,0.517112909,9715.56,2273.53,38565.84,21.86秒
1.147054267,1.319828685,0.94027307,1.104462277,1.195560098,1.340947228,0.144177746,8843.15,1878.25,29766.36,22.36秒
1.070276098,1.375188426,0.945602662,1.151578934,1.263196001,1.204344977,0.210770062,6928.43,1946.13,34550.62,22.77秒
1.184062628,1.367457404,1.02919854,1.297075864,1.275322739,1.399834865,0.959672645,9568.82,1636.38,51589.29,22.08秒
1.138563728,1.239278237,1.03385541,1.079645155,1.239821037,1.260367302,0.521681807,6654.43,1818.54,43698.65,22.96秒
1.186450207,1.211145332,1.039414497,1.080610805,1.228112378,1.254585888,0.150133696,6044.57,1768.58,32643.03,22.65秒
1.078032177,1.208280142,1.001131624,1.03960999,1.085045031,1.439076977,0.342004095,5848.3,2300.52,39378.72,22.59秒
1.067881074,1.344494248,1.005583956,1.066596769,1.298106839,1.122690861,0.087950607,4212.19,2233.03,32755.14,22.63秒
1.121184739,1.487977972,1.039222278,1.095889596,1.119846097,1.158860039,0.493935197,5606.22,2428.44,46393.81,22.07秒
1.079816827,1.313737981,0.913814861,1.170732326,1.137935514,1.353402525,0.287454943,8448.52,1791.41,33969.61,22.2秒
1.066824794,1.227527782,0.905661524,1.120195008,1.210506513,1.376118046,0.336961086,6534.6,1960,38517.63,22.04秒
1.1258018,1.34208282,1.057458724,1.083518933,1.237461758,1.47232864,0.958346561,8722.69,2108.67,52889.36,21.97秒
1.063702438,1.300394375,0.910550238,1.225080021,1.137714541,1.397951373,0.486899153,8144.48,1810.46,40257.46,22.16秒
1.158003311,1.494043643,1.017436337,1.127019955,1.185473478,1.218564433,0.26197556,6502.26,3150.45,35680.55,21.64秒
1.058621231,1.486530706,0.989574953,1.300528118,1.045983507,1.618532677,0.638818717,10510.22,2295.47,40351.48,22.15秒
1.045031081,1.217082798,0.913138865,1.109428453,0.973031701,1.132921301,0.840716191,4586.95,1346.75,60003.8,23.05秒
1.18258801,1.285464838,1.049353662,1.062604509,1.203112791,1.493243058,0.007985908,7794.22,2216.36,25867.12,22.2秒
1.179601135,1.222592342,0.910645091,1.167943543,1.084339049,1.213525303,0.941983939,5952.64,1761.35,59264.71,22.05秒
1.128699858,1.265086941,1.048495178,1.122917131,1.141703028,1.433707597,0.018760511,7553.16,2011.22,26886.9,22.53秒
1.083391316,1.43671105,0.926075802,1.201547662,1.221685637,1.331124296,0.551522892,8297.04,3241.85,40811.09,22.66秒
1.009942637,1.33178902,0.9031856,1.173574621,1.197167947,1.370498782,0.607865777,8043.92,1909.8,43421.11,22.92秒
1.007109787,1.300948147,0.926403889,1.278615564,1.156014821,1.548974696,0.422265771,7741.66,2170.77,39188.27,22.61秒
1.107212322,1.228445063,1.00766177,1.180884962,1.109626382,1.282663914,0.11039541,6709.66,1676.11,31064.47,22.89秒
1.005069614,1.404390015,0.917618656,1.230599573,1.127292543,1.383471431,0.555419683,8523.84,2486.99,40851.73,22.83秒
1.084520251,1.287943248,0.970704622,1.01533903,1.218900775,1.381824676,0.151555899,7860.34,1981.66,30608.39,22.59秒
1.178235482,1.231937451,1.006377164,1.095309519,1.185324415,1.454394305,0.322403572,6557.51,2169.42,38045.59,22.67秒
1.044135142,1.475328373,0.931107341,1.128518161,1.258274418,1.230965618,0.260997876,6589.2,3248.73,35566.18,23.03秒
1.006797083,1.255562815,0.901332952,1.127424996,1.209061946,1.252100242,0.105706641,6282.18,2038.77,30566.6,23.07秒
1.033081289,1.257352921,1.000508959,1.190224055,1.186487896,1.322594458,0.28786266,7108.77,1758.45,35880.72,22.86秒
1.188076995,1.204270105,0.985261884,1.010783357,1.107125282,1.464143518,0.740895428,5501.72,2477.9,53937.2,22.66秒
1.089812218,1.297798495,0.948564329,1.06125457,1.036223146,1.377836895,0.645637537,7223.01,2422.68,45282.61,23.05秒
1.144037108,1.220306286,0.989523951,1.131346363,1.106956625,1.494397432,0.898556826,5975.17,2301,57884.27,22.63秒
1.045817136,1.482136307,0.93057965,1.394277447,1.063520444,1.577595271,0.586978913,10615.47,2041.51,39369.6,22.6秒
1.155847073,1.263070258,0.910212743,1.186064896,1.142172718,1.440197068,0.744388615,7284.78,1988.21,50671.91,22.27秒
1.147703404,1.204022729,1.03488155,1.021510109,1.156318701,1.531808895,0.516241491,5532.14,2656.36,45563.22,22.54秒
1.104384751,1.439778311,1.028729457,1.261235109,1.189045997,1.495207213,0.786983534,10614.16,1869.18,44440.18,22.2秒
1.025119421,1.261308451,0.910859009,1.064311718,1.153468498,1.505365255,0.419019986,6817.42,2473.08,39984.85,22.2秒
1.111665781,1.225471232,1.000342396,1.114819592,1.237812607,1.282234816,0.772101019,6207.63,1741.11,52701.25,21.7秒
1.133614804,1.45207692,0.959711094,1.141801173,1.132278657,1.324841746,0.942538832,6397.89,4860.22,52027.49,21.59秒
1.150999034,1.371652104,0.965057277,1.2664007,1.029999411,1.449537237,0.707420451,8658.56,2226.23,44913.26,21.38秒
1.002228117,1.344743961,0.935909378,1.247599246,1.233567415,1.613589111,0.93534475,8079.19,2396.25,52734.38,21.56秒
1.115288257,1.210461996,0.905470733,1.007101676,1.181954239,1.241371323,0.172436343,5961,1877.76,33521.97,22.09秒
1.04520094,1.33696459,0.972679119,1.252291869,1.102089838,1.393341825,0.939517736,8465.23,1802.09,52681.28,22.27秒
1.099459199,1.391345167,1.002696839,1.001678114,1.187963496,1.092965219,0.329486692,1997.87,3606.26,43065.22,21.8秒
1.195544903,1.402901386,0.997418837,1.186822579,1.320744664,1.567541535,0.440558982,10338.92,2059.31,35783.86,21.94秒
1.117221591,1.458357246,1.038895617,1.227651036,1.341258244,1.419676978,0.335077851,9650.4,3106.74,32587.36,21.54秒
1.030548977,1.453262552,0.933620375,1.330958377,1.151401316,1.398825749,0.818287839,9879.15,1964.07,46652.05,21.49秒
1.104630931,1.227230582,0.945232096,1.029863016,1.152688447,1.130657325,0.099631984,2755.9,3496.51,32911.53,21.54秒
1.03761399,1.28449293,0.94395089,1.058768958,1.246448296,1.393449662,0.382666549,7458.18,2032.6,37832.22,21.27秒
1.108150357,1.225120779,0.973521092,1.117095742,1.171640249,1.317371821,0.669774844,6321.86,1804.15,49516.75,21.72秒
1.191907016,1.409542886,0.925378052,1.134785925,1.069368782,1.186607466,0.776498658,6257.53,2017.24,54651.67,21.78秒
1.010574719,1.451417093,0.943069389,1.171895677,1.295007817,1.388276594,0.777447838,7536.22,3938.38,45955.06,21.68秒
1.007702277,1.261156696,0.921866649,1.183570721,1.220334872,1.295700593,0.808537625,6737.01,1772.08,51835.41,21.95秒
1.194011647,1.260670097,1.021811393,1.112554048,1.19634832,1.241864694,0.952415439,5622.25,2914.63,57201.08,22.12秒
1.055309185,1.407492966,0.906956892,1.134338724,1.23008322,1.253266891,0.424336491,6531.56,3492.33,39880.25,21.7秒
1.196838456,1.291830649,1.093466875,1.031927782,1.288955253,1.37934925,0.910323821,7614.14,1933.64,53883.75,21.49秒
1.147800158,1.211628145,1.016776222,1.064115528,1.320653152,1.234987609,0.318993751,6027.19,1803.47,38588.67,22.18秒
1.067337949,1.479563485,1.001543117,1.201872506,1.188033833,1.287787615,0.042857083,8083.12,2431.57,26845.39,21.79秒
1.067883077,1.240932882,0.973258944,1.105736629,1.152757177,1.27281858,0.552312593,6769.77,1806.83,45094.84,22.22秒
1.06935946,1.368231606,1.052613987,1.202967322,1.297951816,1.531200104,0.606233233,9242.87,2090.99,41738.86,21.91秒
1.194429977,1.483421588,1.167447524,1.37890881,1.245507906,1.621174563,0.571551708,11795.21,1861.74,36986.63,21.5秒
1.09125418,1.358453562,0.99096588,1.269851203,1.25184689,1.389911915,0.306681309,9495.76,1749.91,33822.14,21.87秒
1.175255502,1.204023838,0.973409758,1.053019184,1.230514044,1.158143634,0.881157055,3321.92,3205.37,59941.39,22.12秒
1.038508379,1.25240922,0.943044131,1.061029889,1.236835176,1.105286317,0.344226554,3686.05,1855.16,43127.91,22.39秒
1.091351193,1.312950428,0.909464626,1.216714804,1.142648147,1.366137937,0.802506145,8413.63,1750.76,49314.3,22.39秒
1.034549135,1.36536508,0.970090461,1.211526409,1.111591306,1.623651104,0.822983329,8713.07,2456.95,48305.85,22.09秒
1.116547338,1.341655909,0.94365909,1.205115165,1.108997019,1.484500794,0.921094294,8296.21,2495.73,51366.55,21.89秒
1.10948906,1.44830092,0.914557735,1.301563076,1.169883148,1.316477295,0.228850797,10442.36,958.1,31537.88,22.0秒
1.055913642,1.20678331,1.033189212,1.022035529,1.201570664,1.436352876,0.056605847,5782.27,2325.79,29758.59,21.95秒
1.093161671,1.413881198,0.963790046,1.063227689,1.12718232,1.144180099,0.231091263,4306.45,3042.91,37418.27,21.81秒
1.007149179,1.322762859,0.921222395,1.227147793,1.034159319,1.575360762,0.323383654,7812.66,2328.24,35786.04,22.37秒
1.19800042,1.467825926,0.956285643,1.117690641,1.232662267,1.326166356,0.199499269,6193.61,5554.91,30349.79,21.88秒
1.013371247,1.228071664,0.938680957,1.178728923,0.975436814,1.480365888,0.217203863,5876.96,2266.94,35303.04,22.27秒
1.015223286,1.319214301,0.930562717,1.035522008,1.209446734,1.22058466,0.893274686,3510.74,5017.33,56332.19,22.17秒
1.192028694,1.471663257,1.012629179,1.18461181,1.081588523,1.498580861,0.970655242,10265.29,2427.96,48363.95,21.85秒
1.055151767,1.458500416,0.985255204,1.305294756,1.218571945,1.358831469,0.702860569,9885.9,1790.38,44572.52,22.23秒
1.173043925,1.319544255,1.132357273,1.005583332,1.247710175,1.476611713,0.350439127,8560.27,2211.71,35870.95,21.66秒
1.126431331,1.254185052,0.998081131,1.167751594,1.213145755,1.419355162,0.291676235,7350.24,1918.2,36507.67,21.96秒
1.199318476,1.471910092,1.060613131,1.313212334,1.132768647,1.454270512,0.959131366,10359.81,2574.9,47904.83,21.79秒
1.078818359,1.266682568,1.032330316,1.006349712,1.168084214,1.284166,0.47799574,7254.02,2055.98,41664.3,21.9秒
1.195797254,1.315778481,1.012256658,1.140481608,1.244328996,1.305978842,0.064559244,7639.07,2943.9,27516.94,22.69秒
1.155125354,1.261491178,1.000559805,1.138197718,1.193786576,1.435882008,0.944837473,6976.61,2027.38,56553.68,21.72秒
1.010178187,1.445176065,0.90675124,1.248423175,1.02222321,1.365901622,0.490882654,8368.97,2824.17,38687.86,22.08秒
1.081232049,1.337004226,0.955058166,1.092098743,1.140278271,1.242838155,0.957034241,4925.37,4212.21,56958.6,22.0秒
1.063373796,1.294299621,1.015240187,1.042714013,1.160340693,1.10510086,0.169390595,3193.26,2490.85,36170.67,22.45秒
1.037452111,1.483178674,0.967712059,1.141112672,1.275718124,1.31811059,0.458544866,6823.38,4328.13,38684.04,21.81秒
1.181233154,1.267873544,1.109755754,1.024432907,1.215526647,1.489066183,0.998514617,6921.37,2403.2,58779.67,21.82秒
1.029247803,1.490010879,0.993650043,1.315028912,1.150634907,1.46932237,0.467385329,9947.62,2338.31,36240.45,21.78秒
1.019354462,1.371500802,0.935543735,1.292429876,1.24171962,1.583836028,0.660155061,8860.61,2155.69,43639.67,22.1秒
1.015958872,1.481811775,0.942583834,1.081630532,1.027484322,1.530137135,0.651580816,9889.39,2349.47,41474.93,22.13秒
1.083583626,1.433007285,1.019606961,1.011685771,1.214293925,1.536303323,0.760008493,10043.15,2308.12,44161.49,21.82秒
1.135737632,1.274984183,1.015201543,1.116684241,1.079351754,1.447533993,0.22003525,7553.25,2230.67,33388.87,21.96秒
1.083498044,1.482985969,1.061139492,1.051919612,1.143516296,1.518440308,0.303070847,10485.92,2167.52,31299.91,21.64秒
1.18356976,1.489974403,0.9847164,1.286327402,1.134992492,1.494077387,0.910277819,10314.7,3050.14,46171.23,21.45秒
1.067393413,1.235838178,0.925396601,1.017627245,1.104841114,1.252441851,0.308602157,6543.61,1974.17,37192.95,21.79秒
1.064192404,1.43621175,0.934699866,1.220489727,1.27515123,1.265188687,0.485625637,8612.23,1648.51,40847.54,22.21秒
1.059071517,1.477851042,0.996588175,1.23047249,1.250937716,1.33629151,0.437489608,8844.6,2831.8,37684.34,21.52秒
1.052259038,1.201153322,0.958954207,1.108162553,1.176970007,1.242893836,0.198751935,5789.32,1731.4,34530.97,22.35秒
1.105767937,1.325399909,0.975951119,1.237802657,1.293247254,1.619042703,0.771317632,8653.23,2371.2,48252.24,21.11秒
1.18592256,1.410533698,1.145963299,1.112489547,1.287330852,1.545270145,0.991654938,10098.69,2234.77,51659.62,21.58秒
1.054649861,1.316871723,0.919599954,1.237026414,1.036250312,1.463152393,0.341494746,7599.03,2648.46,35912.32,21.75秒
1.100646766,1.411652306,0.945008287,1.131075907,1.095224406,1.58516008,0.611197747,9355.58,2890.83,40507.93,21.81秒
1.015159249,1.211906092,0.911874667,1.036370759,1.065298514,1.331233483,0.028014519,5613.4,2009.34,28893.43,22.12秒
1.035218255,1.394906658,0.966349454,1.006772603,1.101834103,1.446540284,0.610441512,9156.22,2126.32,41636.45,22.08秒
1.031907034,1.32031839,0.956734416,1.116852546,1.216914102,1.394817973,0.912198385,7921.73,1974.67,52391.43,21.71秒
1.097033847,1.368841602,1.072822927,1.09562343,1.16862227,1.439927754,0.244552569,9386.81,1990.64,31771.54,21.26秒
1.186681642,1.499518989,1.090403928,1.093793106,1.128593052,1.192163324,0.95717609,5052.12,3447.3,60124.67,21.55秒
1.068131531,1.400083244,0.970627258,1.255506937,1.327997863,1.350877136,0.536823951,9098.02,2320.97,40118.52,21.43秒
1.027435818,1.366238939,0.972974353,1.185630594,1.184791586,1.221718277,0.216514157,7572.84,1497.44,34243.06,21.58秒
1.080454665,1.41866454,0.928339633,1.278590757,1.204591838,1.553668752,0.707707225,10112.66,2002.56,42832.64,21.32秒
1.128162059,1.206048865,0.961151066,1.163625297,1.159710018,1.415311389,0.008465892,6065.58,2019.96,28171.13,21.76秒
1.094427983,1.26041879,0.908449996,1.163266125,1.230931567,1.386447745,0.980888404,7038.92,1865.62,58131.65,22.18秒
1.033752926,1.392407713,0.971665709,1.309178687,1.252658783,1.335063808,0.346513709,9431.59,1401.75,35059.82,21.49秒
1.198530439,1.488523443,1.044836048,1.001275931,1.099357615,1.458390759,0.588361525,7854.94,5347,38639.73,21.21秒
1.011851451,1.403292608,0.917811911,1.075866842,1.189177395,1.168338332,0.148948387,4733.6,3184.96,33195.6,21.54秒
1.063518704,1.29086927,0.936881176,1.158128784,1.169773688,1.49368057,0.417005304,7887.79,2168.1,38700.17,21.24秒
1.137715826,1.327130634,0.951771732,1.091592764,1.224006497,1.155783511,0.483031469,4889.59,2416.12,45996.63,21.79秒
1.121478496,1.450120454,0.950500626,1.381650215,1.295242034,1.515137484,0.18191797,10879.71,1708.45,28297.24,21.21秒
1.117422171,1.216426057,1.02668202,1.073387447,1.20527337,1.45385695,0.4552454,6026.26,2282.45,42775.9,21.62秒
1.057121326,1.28005999,0.983548213,1.013933954,1.057554049,1.205313206,0.367441994,3146.34,5301.25,39467.26,22.05秒
1.043980403,1.31475945,0.957571926,1.158080919,1.171797161,1.426304221,0.929012706,7967.93,1993.81,53566.97,21.63秒
1.09900038,1.370914416,0.993380984,1.266605634,1.279069299,1.429771929,0.734524586,9525.2,1756.11,44459.47,21.62秒
1.189868302,1.412279016,1.031922443,1.204748106,1.175841441,1.458457895,0.770541942,10101.8,2287.46,44913.4,21.52秒
1.074439887,1.336095122,0.966756977,1.214805864,1.084123606,1.471141,0.610895994,8739.88,2014.75,43063.2,21.88秒
1.190301499,1.254156253,0.942099433,1.191211457,1.062533571,1.419265355,0.340462772,6885.81,2326.75,37885.82,21.89秒
1.153733712,1.421017384,0.922618024,1.039165008,1.080164958,1.30976583,0.050932988,4173.02,6719.25,26873.42,21.78秒
1.15723697,1.246233215,1.091906474,1.098554275,1.244360574,1.609504379,0.433698459,6775.45,2688.43,40980.85,21.73秒
1.134310674,1.492867261,0.93107088,1.306282938,1.121593459,1.511517827,0.580030356,10416.01,3115.88,37825.16,21.26秒
