敏感性变量,场景,敏感性变量取值,产品定价,新品定价,产品批发价,新品批发价,产品销售价,新品销售价,广告系数,企业利润,平台利润,消费者总效益,耗时
新品定价,Q2,1.4276381909547737,1.1,1.4276381909547737,1.05,1.35,1.05,1.35,0.5,10982.71,545.54,38917.4,28.5009
新品定价,Q2,1.429145728643216,1.1,1.429145728643216,1.05,1.35,1.05,1.35,0.5,10943.54,546.55,39004.6,28.4842
新品定价,Q2,1.4306532663316582,1.1,1.4306532663316582,1.05,1.35,1.05,1.35,0.5,10932.33,521.98,38774.27,28.7964
新品定价,Q2,1.4321608040201006,1.1,1.4321608040201006,1.05,1.35,1.05,1.35,0.5,11011.74,531.47,38856.92,28.3673
新品定价,Q2,1.4336683417085427,1.1,1.4336683417085427,1.05,1.35,1.05,1.35,0.5,10975.02,522.99,38724.81,28.6015
新品定价,Q2,1.4351758793969849,1.1,1.4351758793969849,1.05,1.35,1.05,1.35,0.5,11014.33,526.39,39028.13,28.3281
新品定价,Q2,1.436683417085427,1.1,1.436683417085427,1.05,1.35,1.05,1.35,0.5,10999.97,528.0,38801.0,28.6225
新品定价,Q2,1.4381909547738694,1.1,1.4381909547738694,1.05,1.35,1.05,1.35,0.5,10988.89,507.15,38678.04,28.4709
新品定价,Q2,1.4396984924623115,1.1,1.4396984924623115,1.05,1.35,1.05,1.35,0.5,10944.88,494.53,38526.82,28.6411
新品定价,Q2,1.4412060301507537,1.1,1.4412060301507537,1.05,1.35,1.05,1.35,0.5,11049.67,505.94,38768.4,28.6716
新品定价,Q2,1.442713567839196,1.1,1.442713567839196,1.05,1.35,1.05,1.35,0.5,11042.02,513.57,38875.7,28.5789
新品定价,Q2,1.4442211055276382,1.1,1.4442211055276382,1.05,1.35,1.05,1.35,0.5,11024.31,505.33,38664.81,28.5302
新品定价,Q2,1.4457286432160803,1.1,1.4457286432160803,1.05,1.35,1.05,1.35,0.5,11149.49,510.45,39173.53,28.5784
新品定价,Q2,1.4472361809045227,1.1,1.4472361809045227,1.05,1.35,1.05,1.35,0.5,11062.13,496.31,38988.78,28.5316
新品定价,Q2,1.4487437185929648,1.1,1.4487437185929648,1.05,1.35,1.05,1.35,0.5,11122.38,501.57,39169.1,28.5313
新品定价,Q2,1.450251256281407,1.1,1.450251256281407,1.05,1.35,1.05,1.35,0.5,11148.72,495.56,39004.15,28.6079
新品定价,Q2,1.4517587939698493,1.1,1.4517587939698493,1.05,1.35,1.05,1.35,0.5,11061.13,487.57,38784.68,28.7043
新品定价,Q2,1.4532663316582914,1.1,1.4532663316582914,1.05,1.35,1.05,1.35,0.5,11152.19,484.84,38915.9,28.6559
新品定价,Q2,1.4547738693467336,1.1,1.4547738693467336,1.05,1.35,1.05,1.35,0.5,11078.1,482.73,38483.7,28.766
新品定价,Q2,1.456281407035176,1.1,1.456281407035176,1.05,1.35,1.05,1.35,0.5,11065.34,470.22,38644.67,28.3703
新品定价,Q2,1.457788944723618,1.1,1.457788944723618,1.05,1.35,1.05,1.35,0.5,11118.02,476.54,38819.08,28.5355
新品定价,Q2,1.4592964824120602,1.1,1.4592964824120602,1.05,1.35,1.05,1.35,0.5,11071.37,475.2,38465.63,28.6645
新品定价,Q2,1.4608040201005026,1.1,1.4608040201005026,1.05,1.35,1.05,1.35,0.5,11183.79,469.59,38844.86,28.4455
新品定价,Q2,1.4623115577889447,1.1,1.4623115577889447,1.05,1.35,1.05,1.35,0.5,11198.4,470.36,38965.68,28.5507
新品定价,Q2,1.4638190954773869,1.1,1.4638190954773869,1.05,1.35,1.05,1.35,0.5,11229.5,460.32,38893.56,28.4168
新品定价,Q2,1.4653266331658292,1.1,1.4653266331658292,1.05,1.35,1.05,1.35,0.5,11149.95,462.1,38669.76,28.7523
新品定价,Q2,1.4668341708542714,1.1,1.4668341708542714,1.05,1.35,1.05,1.35,0.5,11229.98,464.73,38705.27,28.6393
新品定价,Q2,1.4683417085427135,1.1,1.4683417085427135,1.05,1.35,1.05,1.35,0.5,11217.48,471.79,38832.9,28.3127
新品定价,Q2,1.4698492462311559,1.1,1.4698492462311559,1.05,1.35,1.05,1.35,0.5,11174.75,460.23,38746.45,28.797
新品定价,Q2,1.471356783919598,1.1,1.471356783919598,1.05,1.35,1.05,1.35,0.5,11262.52,453.03,38953.81,28.5151
新品定价,Q2,1.4728643216080402,1.1,1.4728643216080402,1.05,1.35,1.05,1.35,0.5,11262.35,456.85,39237.26,28.717
新品定价,Q2,1.4743718592964825,1.1,1.4743718592964825,1.05,1.35,1.05,1.35,0.5,11214.02,457.84,38969.67,28.436
新品定价,Q2,1.4758793969849247,1.1,1.4758793969849247,1.05,1.35,1.05,1.35,0.5,11301.04,450.86,39028.01,28.4715
新品定价,Q2,1.4773869346733668,1.1,1.4773869346733668,1.05,1.35,1.05,1.35,0.5,11275.54,460.2,38916.32,28.6411
新品定价,Q2,1.4788944723618092,1.1,1.4788944723618092,1.05,1.35,1.05,1.35,0.5,11297.54,442.86,38940.01,28.4527
新品定价,Q2,1.4804020100502513,1.1,1.4804020100502513,1.05,1.35,1.05,1.35,0.5,11265.73,436.04,39001.81,28.5465
新品定价,Q2,1.4819095477386934,1.1,1.4819095477386934,1.05,1.35,1.05,1.35,0.5,11239.42,445.81,38764.41,28.4845
新品定价,Q2,1.4834170854271358,1.1,1.4834170854271358,1.05,1.35,1.05,1.35,0.5,11313.53,443.92,38988.82,28.6877
新品定价,Q2,1.484924623115578,1.1,1.484924623115578,1.05,1.35,1.05,1.35,0.5,11305.77,426.98,38956.26,28.672
新品定价,Q2,1.48643216080402,1.1,1.48643216080402,1.05,1.35,1.05,1.35,0.5,11343.74,449.48,39108.3,28.5306
新品定价,Q2,1.4879396984924624,1.1,1.4879396984924624,1.05,1.35,1.05,1.35,0.5,11362.17,449.61,38914.33,28.5626
新品定价,Q2,1.4894472361809046,1.1,1.4894472361809046,1.05,1.35,1.05,1.35,0.5,11344.41,431.59,38871.04,28.4213
新品定价,Q2,1.4909547738693467,1.1,1.4909547738693467,1.05,1.35,1.05,1.35,0.5,11302.29,426.01,38881.79,28.7191
新品定价,Q2,1.492462311557789,1.1,1.492462311557789,1.05,1.35,1.05,1.35,0.5,11447.67,425.19,39075.64,28.8021
新品定价,Q2,1.4939698492462312,1.1,1.4939698492462312,1.05,1.35,1.05,1.35,0.5,11444.65,428.02,39092.37,28.7138
新品定价,Q2,1.4954773869346734,1.1,1.4954773869346734,1.05,1.35,1.05,1.35,0.5,11430.32,433.84,39086.96,28.407
新品定价,Q2,1.4969849246231155,1.1,1.4969849246231155,1.05,1.35,1.05,1.35,0.5,11397.57,425.52,38765.8,28.3593
新品定价,Q2,1.4984924623115576,1.1,1.4984924623115576,1.05,1.35,1.05,1.35,0.5,11427.61,418.73,39068.41,28.5304
新品定价,Q2,1.5,1.1,1.5,1.05,1.35,1.05,1.35,0.5,11394.21,430.84,38734.08,28.6571
新品定价,Q3,1.2,1.15,1.2,1.125,1.425,1.125,1.425,0.75,6061.82,1527.68,53313.29,28.6717
新品定价,Q3,1.201507537688442,1.15,1.201507537688442,1.125,1.425,1.125,1.425,0.75,6138.93,1529.43,53624.38,28.5152
新品定价,Q3,1.2030150753768845,1.15,1.2030150753768845,1.125,1.425,1.125,1.425,0.75,6183.23,1515.37,53670.77,28.3905
新品定价,Q3,1.2045226130653266,1.15,1.2045226130653266,1.125,1.425,1.125,1.425,0.75,6193.03,1533.09,53460.3,28.8133
新品定价,Q3,1.2060301507537687,1.15,1.2060301507537687,1.125,1.425,1.125,1.425,0.75,6240.96,1539.31,53305.75,28.5048
新品定价,Q3,1.207537688442211,1.15,1.207537688442211,1.125,1.425,1.125,1.425,0.75,6307.3,1537.28,53459.67,28.4362
新品定价,Q3,1.2090452261306532,1.15,1.2090452261306532,1.125,1.425,1.125,1.425,0.75,6293.98,1522.96,52582.25,28.1533
新品定价,Q3,1.2105527638190954,1.15,1.2105527638190954,1.125,1.425,1.125,1.425,0.75,6302.19,1517.06,52693.69,28.5771
新品定价,Q3,1.2120603015075377,1.15,1.2120603015075377,1.125,1.425,1.125,1.425,0.75,6410.17,1537.45,53155.26,28.5001
新品定价,Q3,1.2135678391959799,1.15,1.2135678391959799,1.125,1.425,1.125,1.425,0.75,6493.19,1540.1,53342.72,28.4533
新品定价,Q3,1.215075376884422,1.15,1.215075376884422,1.125,1.425,1.125,1.425,0.75,6479.83,1530.25,53073.42,28.5936
新品定价,Q3,1.2165829145728644,1.15,1.2165829145728644,1.125,1.425,1.125,1.425,0.75,6551.47,1533.64,53169.05,28.569
新品定价,Q3,1.2180904522613065,1.15,1.2180904522613065,1.125,1.425,1.125,1.425,0.75,6534.49,1532.29,52749.71,28.8835
新品定价,Q3,1.2195979899497487,1.15,1.2195979899497487,1.125,1.425,1.125,1.425,0.75,6648.45,1532.57,52834.36,28.4538
新品定价,Q3,1.221105527638191,1.15,1.221105527638191,1.125,1.425,1.125,1.425,0.75,6627.76,1523.95,52627.14,28.4527
新品定价,Q3,1.2226130653266332,1.15,1.2226130653266332,1.125,1.425,1.125,1.425,0.75,6589.01,1510.83,52006.84,28.6239
新品定价,Q3,1.2241206030150753,1.15,1.2241206030150753,1.125,1.425,1.125,1.425,0.75,6685.12,1519.83,52075.12,28.6576
新品定价,Q3,1.2256281407035174,1.15,1.2256281407035174,1.125,1.425,1.125,1.425,0.75,6774.61,1527.79,52392.12,28.3908
新品定价,Q3,1.2271356783919598,1.15,1.2271356783919598,1.125,1.425,1.125,1.425,0.75,6834.02,1541.29,52939.29,28.3435
新品定价,Q3,1.228643216080402,1.15,1.228643216080402,1.125,1.425,1.125,1.425,0.75,6800.26,1521.6,51934.35,28.4222
新品定价,Q3,1.230150753768844,1.15,1.230150753768844,1.125,1.425,1.125,1.425,0.75,6909.87,1527.8,52417.06,28.6562
新品定价,Q3,1.2316582914572864,1.15,1.2316582914572864,1.125,1.425,1.125,1.425,0.75,6870.58,1521.12,51965.15,28.6405
新品定价,Q3,1.2331658291457286,1.15,1.2331658291457286,1.125,1.425,1.125,1.425,0.75,6977.22,1525.91,52551.51,28.6093
新品定价,Q3,1.2346733668341707,1.15,1.2346733668341707,1.125,1.425,1.125,1.425,0.75,7061.38,1531.46,52505.89,27.766
新品定价,Q3,1.236180904522613,1.15,1.236180904522613,1.125,1.425,1.125,1.425,0.75,7065.68,1523.14,52058.48,27.9221
新品定价,Q3,1.2376884422110552,1.15,1.2376884422110552,1.125,1.425,1.125,1.425,0.75,7085.3,1516.71,51644.54,27.7183
新品定价,Q3,1.2391959798994974,1.15,1.2391959798994974,1.125,1.425,1.125,1.425,0.75,7114.89,1506.83,51628.21,27.4845
新品定价,Q3,1.2407035175879397,1.15,1.2407035175879397,1.125,1.425,1.125,1.425,0.75,7178.59,1520.99,51845.11,27.7968
新品定价,Q3,1.2422110552763819,1.15,1.2422110552763819,1.125,1.425,1.125,1.425,0.75,7246.43,1529.5,52052.31,27.7028
新品定价,Q3,1.243718592964824,1.15,1.243718592964824,1.125,1.425,1.125,1.425,0.75,7220.92,1517.16,51663.4,28.0624
新品定价,Q3,1.2452261306532664,1.15,1.2452261306532664,1.125,1.425,1.125,1.425,0.75,7281.03,1515.68,51462.88,27.6882
新品定价,Q3,1.2467336683417085,1.15,1.2467336683417085,1.125,1.425,1.125,1.425,0.75,7266.37,1500.55,51181.2,28.1404
新品定价,Q3,1.2482412060301507,1.15,1.2482412060301507,1.125,1.425,1.125,1.425,0.75,7406.43,1516.34,51717.05,27.8435
新品定价,Q3,1.249748743718593,1.15,1.249748743718593,1.125,1.425,1.125,1.425,0.75,7373.39,1512.69,51185.04,27.6247
新品定价,Q3,1.2512562814070352,1.15,1.2512562814070352,1.125,1.425,1.125,1.425,0.75,7396.73,1500.77,51002.29,27.844
新品定价,Q3,1.2527638190954773,1.15,1.2527638190954773,1.125,1.425,1.125,1.425,0.75,7485.8,1509.16,51444.93,27.7809
新品定价,Q3,1.2542713567839197,1.15,1.2542713567839197,1.125,1.425,1.125,1.425,0.75,7542.97,1507.37,51178.94,28.0939
新品定价,Q3,1.2557788944723618,1.15,1.2557788944723618,1.125,1.425,1.125,1.425,0.75,7557.6,1503.03,51150.36,27.8913
新品定价,Q3,1.257286432160804,1.15,1.257286432160804,1.125,1.425,1.125,1.425,0.75,7481.01,1494.56,50371.21,27.6406
新品定价,Q3,1.2587939698492463,1.15,1.2587939698492463,1.125,1.425,1.125,1.425,0.75,7627.04,1496.67,50558.5,27.843
新品定价,Q3,1.2603015075376884,1.15,1.2603015075376884,1.125,1.425,1.125,1.425,0.75,7656.93,1488.25,50491.35,28.0759
新品定价,Q3,1.2618090452261306,1.15,1.2618090452261306,1.125,1.425,1.125,1.425,0.75,7664.95,1486.08,50531.73,27.6863
新品定价,Q3,1.2633165829145727,1.15,1.2633165829145727,1.125,1.425,1.125,1.425,0.75,7725.03,1481.58,50606.48,27.6186
新品定价,Q3,1.264824120603015,1.15,1.264824120603015,1.125,1.425,1.125,1.425,0.75,7794.53,1487.63,50716.53,28.0724
新品定价,Q3,1.2663316582914572,1.15,1.2663316582914572,1.125,1.425,1.125,1.425,0.75,7802.82,1487.67,50226.79,27.8701
新品定价,Q3,1.2678391959798994,1.15,1.2678391959798994,1.125,1.425,1.125,1.425,0.75,7846.9,1472.23,50424.17,27.8187
新品定价,Q3,1.2693467336683417,1.15,1.2693467336683417,1.125,1.425,1.125,1.425,0.75,7844.3,1478.6,49861.65,27.5767
新品定价,Q3,1.2708542713567839,1.15,1.2708542713567839,1.125,1.425,1.125,1.425,0.75,7970.3,1482.22,50678.23,27.914
新品定价,Q3,1.272361809045226,1.15,1.272361809045226,1.125,1.425,1.125,1.425,0.75,7994.24,1479.54,50309.02,28.0394
新品定价,Q3,1.2738693467336684,1.15,1.2738693467336684,1.125,1.425,1.125,1.425,0.75,8017.92,1475.56,50277.41,27.6371
新品定价,Q3,1.2753768844221105,1.15,1.2753768844221105,1.125,1.425,1.125,1.425,0.75,8076.7,1476.02,50158.78,27.7378
新品定价,Q3,1.2768844221105526,1.15,1.2768844221105526,1.125,1.425,1.125,1.425,0.75,8068.59,1470.17,50218.9,27.9691
新品定价,Q3,1.278391959798995,1.15,1.278391959798995,1.125,1.425,1.125,1.425,0.75,8113.93,1458.55,49662.23,27.5165
新品定价,Q3,1.2798994974874371,1.15,1.2798994974874371,1.125,1.425,1.125,1.425,0.75,8183.46,1477.78,49964.84,27.9583
新品定价,Q3,1.2814070351758793,1.15,1.2814070351758793,1.125,1.425,1.125,1.425,0.75,8214.59,1463.6,49730.46,27.7125
新品定价,Q3,1.2829145728643216,1.15,1.2829145728643216,1.125,1.425,1.125,1.425,0.75,8187.33,1443.25,49239.14,27.907
新品定价,Q3,1.2844221105527638,1.15,1.2844221105527638,1.125,1.425,1.125,1.425,0.75,8285.59,1457.27,49616.67,27.9209
新品定价,Q3,1.285929648241206,1.15,1.285929648241206,1.125,1.425,1.125,1.425,0.75,8279.72,1446.78,48941.79,27.8754
新品定价,Q3,1.2874371859296483,1.15,1.2874371859296483,1.125,1.425,1.125,1.425,0.75,8270.96,1437.67,49052.81,27.9393
新品定价,Q3,1.2889447236180904,1.15,1.2889447236180904,1.125,1.425,1.125,1.425,0.75,8348.68,1440.56,48888.27,27.8576
新品定价,Q3,1.2904522613065326,1.15,1.2904522613065326,1.125,1.425,1.125,1.425,0.75,8371.63,1438.76,48986.47,27.8126
新品定价,Q3,1.291959798994975,1.15,1.291959798994975,1.125,1.425,1.125,1.425,0.75,8399.39,1435.1,49006.28,27.7656
新品定价,Q3,1.293467336683417,1.15,1.293467336683417,1.125,1.425,1.125,1.425,0.75,8530.93,1441.71,49574.83,27.8754
新品定价,Q3,1.2949748743718592,1.15,1.2949748743718592,1.125,1.425,1.125,1.425,0.75,8551.51,1437.33,49300.81,27.8437
新品定价,Q3,1.2964824120603016,1.15,1.2964824120603016,1.125,1.425,1.125,1.425,0.75,8532.57,1441.64,48872.96,27.9366
新品定价,Q3,1.2979899497487437,1.15,1.2979899497487437,1.125,1.425,1.125,1.425,0.75,8579.51,1436.65,48866.78,28.0318
新品定价,Q3,1.2994974874371858,1.15,1.2994974874371858,1.125,1.425,1.125,1.425,0.75,8608.24,1425.82,48566.54,27.9208
新品定价,Q3,1.3010050251256282,1.15,1.3010050251256282,1.125,1.425,1.125,1.425,0.75,8655.46,1429.53,48876.13,27.9389
新品定价,Q3,1.3025125628140704,1.15,1.3025125628140704,1.125,1.425,1.125,1.425,0.75,8631.56,1411.81,48407.23,27.7803
新品定价,Q3,1.3040201005025125,1.15,1.3040201005025125,1.125,1.425,1.125,1.425,0.75,8765.78,1429.12,48873.12,27.9082
新品定价,Q3,1.3055276381909549,1.15,1.3055276381909549,1.125,1.425,1.125,1.425,0.75,8749.95,1412.02,48296.51,28.6536
新品定价,Q3,1.307035175879397,1.15,1.307035175879397,1.125,1.425,1.125,1.425,0.75,8776.22,1412.41,48144.63,27.7185
新品定价,Q3,1.3085427135678391,1.15,1.3085427135678391,1.125,1.425,1.125,1.425,0.75,8913.97,1424.36,48737.71,27.7663
新品定价,Q3,1.3100502512562813,1.15,1.3100502512562813,1.125,1.425,1.125,1.425,0.75,8860.8,1404.02,47627.97,27.7343
新品定价,Q3,1.3115577889447236,1.15,1.3115577889447236,1.125,1.425,1.125,1.425,0.75,8914.37,1409.33,47953.38,27.7024
新品定价,Q3,1.3130653266331658,1.15,1.3130653266331658,1.125,1.425,1.125,1.425,0.75,8939.33,1401.1,47961.77,27.8282
新品定价,Q3,1.314572864321608,1.15,1.314572864321608,1.125,1.425,1.125,1.425,0.75,8894.93,1390.1,47446.47,27.7502
新品定价,Q3,1.3160804020100503,1.15,1.3160804020100503,1.125,1.425,1.125,1.425,0.75,9022.06,1414.54,47940.76,28.0785
新品定价,Q3,1.3175879396984924,1.15,1.3175879396984924,1.125,1.425,1.125,1.425,0.75,9110.2,1409.53,48295.92,27.7613
新品定价,Q3,1.3190954773869346,1.15,1.3190954773869346,1.125,1.425,1.125,1.425,0.75,9032.33,1382.41,47501.03,27.9998
新品定价,Q3,1.320603015075377,1.15,1.320603015075377,1.125,1.425,1.125,1.425,0.75,9094.74,1392.53,47824.25,27.8534
新品定价,Q3,1.322110552763819,1.15,1.322110552763819,1.125,1.425,1.125,1.425,0.75,9117.67,1386.26,47715.49,27.6707
新品定价,Q3,1.3236180904522612,1.15,1.3236180904522612,1.125,1.425,1.125,1.425,0.75,9199.14,1388.68,47804.63,27.6522
新品定价,Q3,1.3251256281407036,1.15,1.3251256281407036,1.125,1.425,1.125,1.425,0.75,9223.22,1380.67,47749.76,27.8288
新品定价,Q3,1.3266331658291457,1.15,1.3266331658291457,1.125,1.425,1.125,1.425,0.75,9241.77,1390.36,47421.54,28.0913
新品定价,Q3,1.3281407035175878,1.15,1.3281407035175878,1.125,1.425,1.125,1.425,0.75,9303.09,1381.53,47496.15,27.8297
新品定价,Q3,1.3296482412060302,1.15,1.3296482412060302,1.125,1.425,1.125,1.425,0.75,9206.94,1361.97,46910.56,27.7499
新品定价,Q3,1.3311557788944723,1.15,1.3311557788944723,1.125,1.425,1.125,1.425,0.75,9368.05,1374.81,47622.7,28.0157
新品定价,Q3,1.3326633165829145,1.15,1.3326633165829145,1.125,1.425,1.125,1.425,0.75,9396.74,1382.85,47423.98,27.7971
新品定价,Q3,1.3341708542713568,1.15,1.3341708542713568,1.125,1.425,1.125,1.425,0.75,9368.62,1370.02,46923.13,27.8748
新品定价,Q3,1.335678391959799,1.15,1.335678391959799,1.125,1.425,1.125,1.425,0.75,9371.41,1354.04,46511.5,27.8279
新品定价,Q3,1.3371859296482411,1.15,1.3371859296482411,1.125,1.425,1.125,1.425,0.75,9485.89,1369.85,47337.22,28.0474
新品定价,Q3,1.3386934673366835,1.15,1.3386934673366835,1.125,1.425,1.125,1.425,0.75,9475.06,1364.31,46863.95,27.7507
新品定价,Q3,1.3402010050251256,1.15,1.3402010050251256,1.125,1.425,1.125,1.425,0.75,9522.92,1367.87,47221.5,27.9709
新品定价,Q3,1.3417085427135678,1.15,1.3417085427135678,1.125,1.425,1.125,1.425,0.75,9488.49,1356.87,46566.63,27.7003
新品定价,Q3,1.34321608040201,1.15,1.34321608040201,1.125,1.425,1.125,1.425,0.75,9568.85,1351.41,46557.44,28.1556
新品定价,Q3,1.3447236180904523,1.15,1.3447236180904523,1.125,1.425,1.125,1.425,0.75,9580.43,1346.97,46495.3,27.8833
新品定价,Q3,1.3462311557788944,1.15,1.3462311557788944,1.125,1.425,1.125,1.425,0.75,9692.99,1354.45,46730.1,27.8355
新品定价,Q3,1.3477386934673365,1.15,1.3477386934673365,1.125,1.425,1.125,1.425,0.75,9722.48,1358.85,46796.04,28.0322
新品定价,Q3,1.349246231155779,1.15,1.349246231155779,1.125,1.425,1.125,1.425,0.75,9708.21,1350.14,46640.29,28.1396
新品定价,Q3,1.350753768844221,1.15,1.350753768844221,1.125,1.425,1.125,1.425,0.75,9762.12,1353.44,46648.45,27.6882
新品定价,Q3,1.3522613065326632,1.15,1.3522613065326632,1.125,1.425,1.125,1.425,0.75,9692.33,1335.79,45944.77,27.9784
新品定价,Q3,1.3537688442211055,1.15,1.3537688442211055,1.125,1.425,1.125,1.425,0.75,9831.05,1351.26,46550.65,27.8492
新品定价,Q3,1.3552763819095477,1.15,1.3552763819095477,1.125,1.425,1.125,1.425,0.75,9797.34,1341.42,45971.82,27.8908
新品定价,Q3,1.3567839195979898,1.15,1.3567839195979898,1.125,1.425,1.125,1.425,0.75,9882.19,1341.66,46657.73,27.984
新品定价,Q3,1.3582914572864322,1.15,1.3582914572864322,1.125,1.425,1.125,1.425,0.75,9896.72,1341.33,46313.37,27.9067
新品定价,Q3,1.3597989949748743,1.15,1.3597989949748743,1.125,1.425,1.125,1.425,0.75,9956.75,1334.9,45955.05,27.9689
新品定价,Q3,1.3613065326633165,1.15,1.3613065326633165,1.125,1.425,1.125,1.425,0.75,9947.85,1329.86,46038.15,28.0026
新品定价,Q3,1.3628140703517588,1.15,1.3628140703517588,1.125,1.425,1.125,1.425,0.75,9983.35,1336.23,46017.97,27.9032
新品定价,Q3,1.364321608040201,1.15,1.364321608040201,1.125,1.425,1.125,1.425,0.75,9974.81,1325.93,45689.12,27.9065
新品定价,Q3,1.3658291457286431,1.15,1.3658291457286431,1.125,1.425,1.125,1.425,0.75,9968.5,1322.98,45516.09,27.6097
新品定价,Q3,1.3673366834170855,1.15,1.3673366834170855,1.125,1.425,1.125,1.425,0.75,10091.05,1323.26,45539.84,27.8901
新品定价,Q3,1.3688442211055276,1.15,1.3688442211055276,1.125,1.425,1.125,1.425,0.75,10109.03,1336.53,45697.49,27.7659
新品定价,Q3,1.3703517587939698,1.15,1.3703517587939698,1.125,1.425,1.125,1.425,0.75,10112.68,1322.9,45554.98,28.0777
新品定价,Q3,1.3718592964824121,1.15,1.3718592964824121,1.125,1.425,1.125,1.425,0.75,10181.66,1330.39,45787.63,27.6562
新品定价,Q3,1.3733668341708543,1.15,1.3733668341708543,1.125,1.425,1.125,1.425,0.75,10129.16,1311.21,45317.05,27.9843
新品定价,Q3,1.3748743718592964,1.15,1.3748743718592964,1.125,1.425,1.125,1.425,0.75,10085.04,1296.85,44680.53,27.7187
新品定价,Q3,1.3763819095477388,1.15,1.3763819095477388,1.125,1.425,1.125,1.425,0.75,10247.42,1313.52,45490.22,27.8128
新品定价,Q3,1.377889447236181,1.15,1.377889447236181,1.125,1.425,1.125,1.425,0.75,10276.88,1313.95,45241.99,27.9255
新品定价,Q3,1.379396984924623,1.15,1.379396984924623,1.125,1.425,1.125,1.425,0.75,10350.64,1317.94,45491.51,27.9032
新品定价,Q3,1.3809045226130654,1.15,1.3809045226130654,1.125,1.425,1.125,1.425,0.75,10294.08,1303.27,44706.85,27.9844
新品定价,Q3,1.3824120603015075,1.15,1.3824120603015075,1.125,1.425,1.125,1.425,0.75,10398.56,1317.24,45642.04,27.9214
新品定价,Q3,1.3839195979899497,1.15,1.3839195979899497,1.125,1.425,1.125,1.425,0.75,10405.81,1307.14,45277.39,27.8754
新品定价,Q3,1.385427135678392,1.15,1.385427135678392,1.125,1.425,1.125,1.425,0.75,10449.15,1298.21,45074.03,27.8494
新品定价,Q3,1.3869346733668342,1.15,1.3869346733668342,1.125,1.425,1.125,1.425,0.75,10449.67,1303.95,45058.54,27.8694
新品定价,Q3,1.3884422110552763,1.15,1.3884422110552763,1.125,1.425,1.125,1.425,0.75,10538.23,1304.46,45353.39,28.1177
新品定价,Q3,1.3899497487437187,1.15,1.3899497487437187,1.125,1.425,1.125,1.425,0.75,10518.52,1302.85,45104.91,28.1163
新品定价,Q3,1.3914572864321608,1.15,1.3914572864321608,1.125,1.425,1.125,1.425,0.75,10614.32,1304.04,45201.68,28.1248
新品定价,Q3,1.392964824120603,1.15,1.392964824120603,1.125,1.425,1.125,1.425,0.75,10567.82,1294.23,44726.45,28.001
新品定价,Q3,1.394472361809045,1.15,1.394472361809045,1.125,1.425,1.125,1.425,0.75,10551.14,1277.92,44374.2,27.8897
新品定价,Q3,1.3959798994974875,1.15,1.3959798994974875,1.125,1.425,1.125,1.425,0.75,10614.28,1285.63,44794.45,27.6719
新品定价,Q3,1.3974874371859296,1.15,1.3974874371859296,1.125,1.425,1.125,1.425,0.75,10577.73,1271.38,44436.64,27.8909
新品定价,Q3,1.398994974874372,1.15,1.398994974874372,1.125,1.425,1.125,1.425,0.75,10710.4,1282.97,44536.7,28.0001
新品定价,Q3,1.400502512562814,1.15,1.400502512562814,1.125,1.425,1.125,1.425,0.75,10675.03,1279.93,44651.39,27.9374
新品定价,Q3,1.4020100502512562,1.15,1.4020100502512562,1.125,1.425,1.125,1.425,0.75,10766.73,1275.98,44603.42,27.8436
新品定价,Q3,1.4035175879396986,1.15,1.4035175879396986,1.125,1.425,1.125,1.425,0.75,10718.3,1268.25,44393.69,28.1788
新品定价,Q3,1.4050251256281407,1.15,1.4050251256281407,1.125,1.425,1.125,1.425,0.75,10852.16,1283.95,44792.03,27.8991
新品定价,Q3,1.4065326633165829,1.15,1.4065326633165829,1.125,1.425,1.125,1.425,0.75,10873.99,1266.22,44840.42,28.046
新品定价,Q3,1.408040201005025,1.15,1.408040201005025,1.125,1.425,1.125,1.425,0.75,10847.07,1260.7,44357.65,28.0328
新品定价,Q3,1.4095477386934674,1.15,1.4095477386934674,1.125,1.425,1.125,1.425,0.75,10892.93,1261.76,44262.28,28.0123
新品定价,Q3,1.4110552763819095,1.15,1.4110552763819095,1.125,1.425,1.125,1.425,0.75,10862.94,1257.21,44026.67,27.9151
新品定价,Q3,1.4125628140703517,1.15,1.4125628140703517,1.125,1.425,1.125,1.425,0.75,10894.34,1239.8,44210.27,27.8063
新品定价,Q3,1.414070351758794,1.15,1.414070351758794,1.125,1.425,1.125,1.425,0.75,11007.79,1245.09,44195.77,27.908
新品定价,Q3,1.4155778894472362,1.15,1.4155778894472362,1.125,1.425,1.125,1.425,0.75,11017.82,1237.67,44281.81,27.8097
新品定价,Q3,1.4170854271356783,1.15,1.4170854271356783,1.125,1.425,1.125,1.425,0.75,10965.91,1226.07,43547.89,27.8437
新品定价,Q3,1.4185929648241207,1.15,1.4185929648241207,1.125,1.425,1.125,1.425,0.75,11091.62,1227.31,44285.09,28.2515
新品定价,Q3,1.4201005025125628,1.15,1.4201005025125628,1.125,1.425,1.125,1.425,0.75,11000.45,1204.19,43672.08,27.6717
新品定价,Q3,1.421608040201005,1.15,1.421608040201005,1.125,1.425,1.125,1.425,0.75,11105.13,1210.4,43698.49,28.0312
新品定价,Q3,1.4231155778894473,1.15,1.4231155778894473,1.125,1.425,1.125,1.425,0.75,11198.26,1221.73,44156.66,27.5938
